0.24	0.34	0.16	0.17	0	0	0.09	
0	0.34	0	0	0.2	0.33	0.13	
0.23	0.33	0	0	0.11	0.18	0.15	
0.58	0	0	0	0.09	0.19	0.14	
0.34	0	0	0	0.25	0.32	0.09	
0.27	0.33	0	0	0.11	0.13	0.16	
0.49	0	0	0	0.16	0.12	0.23	
0	0	0.18	0.15	0.32	0.25	0.1	
0.51	0	0	0	0.09	0.17	0.23	
0.34	0.23	0.15	0.18	0	0	0.1	
0.67	0	0	0	0.13	0.16	0.04	
0.56	0.34	0	0	0	0	0.1	
0	0.6	0	0	0.06	0.21	0.13	
0.25	0.24	0.22	0.12	0	0	0.17	
0	0.25	0.12	0.22	0.17	0.15	0.09	
0	0.44	0	0	0.13	0.18	0.25	
0.55	0.19	0	0	0	0	0.26	
0.34	0	0.17	0.16	0.15	0.16	0.02	
0.29	0	0	0	0.26	0.28	0.17	
0.34	0.24	0	0	0.09	0.21	0.12	
0.59	0	0.06	0.17	0	0	0.18	
0.59	0.27	0	0	0	0	0.14	
0.29	0.47	0	0	0	0	0.24	
0	0.19	0.09	0.12	0.12	0.18	0.3	
0.27	0	0.12	0.11	0.11	0.17	0.22	
0	0.21	0	0	0.24	0.3	0.25	
0	0.49	0	0	0.11	0.16	0.24	
0.22	0.26	0	0	0.1	0.15	0.27	
0.45	0	0.16	0.09	0	0	0.3	
0.59	0.24	0	0	0	0	0.17	
0.81	0	0	0	0	0	0.19	
0.82	0	0	0	0	0	0.18	
0.51	0	0	0	0.08	0.14	0.27	
0	0	0	0	0.31	0.37	0.32	
0.24	0	0	0	0.21	0.29	0.26	
0	0.33	0.14	0.1	0.08	0.18	0.17	
0	0.34	0.07	0.12	0.09	0.13	0.25	
0	0.67	0.08	0.12	0	0	0.13	
0	0.33	0.14	0.07	0.14	0.13	0.19	
0.62	0	0.14	0.1	0	0	0.14	
0.55	0.33	0	0	0	0	0.12	
0.66	0	0	0	0.11	0.16	0.07	
0.27	0.33	0.17	0.16	0	0	0.07	
0	0.67	0	0	0.1	0.11	0.12	
0	0	0.35	0.31	0.12	0.13	0.09	
0.26	0	0	0	0.19	0.27	0.28	
0	0.25	0	0	0.21	0.28	0.26	
0.6	0	0	0	0.09	0.15	0.16	
0.33	0.34	0.14	0.19	0	0	0	
0.33	0.34	0	0	0.1	0.18	0.05	
0.23	0.24	0.14	0.2	0	0	0.19	
0.54	0.34	0	0	0	0	0.12	
0.67	0	0	0	0.13	0.13	0.07	
0.33	0.33	0	0	0.1	0.14	0.1	
0.34	0.58	0	0	0	0	0.08	
0.29	0	0	0	0.19	0.28	0.24	
0.34	0	0	0	0.17	0.28	0.21	
0	0	0	0	0.39	0.34	0.27	
0.26	0.25	0	0	0.09	0.17	0.23	
0	0.33	0.2	0.14	0.1	0.14	0.09	
