0.17	0.06	0.33	0.18	0.26	
0.26	0.01	0.39	0.19	0.15	
0.4	0.17	0.16	0.17	0.1	
0.23	0.13	0.19	0.15	0.3	
0.53	0.16	0.1	0.06	0.15	
0.4	0.21	0	0	0.39	
0.11	0.02	0.43	0.27	0.17	
0.23	0.14	0.27	0.18	0.18	
0.3	0.09	0.13	0.16	0.32	
0.37	0.01	0.05	0.08	0.49	
0.39	0.15	0.14	0.05	0.27	
0.46	0.11	0.18	0.07	0.18	
0	0	0.34	0.28	0.38	
0.27	0.1	0.15	0.04	0.44	
0.4	0.15	0.14	0.12	0.19	
0.2	0.07	0.29	0.09	0.35	
0.46	0.23	0.07	0	0.24	
0.11	0.02	0.44	0.14	0.29	
0.32	0.06	0.17	0.08	0.37	
0.39	0.11	0.2	0.03	0.27	
0.12	0.05	0.34	0.26	0.23	
0.34	0.17	0.14	0.17	0.18	
0.39	0.18	0.04	0.1	0.29	
0.2	0.12	0.2	0.13	0.35	
0.15	0.09	0.22	0.13	0.41	
0.34	0.11	0.18	0.23	0.14	
0.37	0.14	0.11	0.13	0.25	
0.4	0.09	0.12	0.17	0.22	
0.42	0.03	0.18	0.14	0.23	
0.27	0.02	0.3	0.2	0.21	
0.24	0.12	0.3	0.14	0.2	
0.23	0.04	0.29	0.18	0.26	
0.11	0.02	0.35	0.25	0.27	
0.2	0.03	0.27	0.22	0.28	
0.51	0.21	0.1	0.04	0.14	
0.39	0.13	0.2	0.07	0.21	
0.65	0.01	0.09	0.06	0.19	
0	0	0.37	0.3	0.33	
0.29	0.11	0.2	0.17	0.23	
0.38	0.33	0.02	0.14	0.13	
0.19	0.03	0.36	0.25	0.17	
0.43	0.13	0.15	0.12	0.17	
0.24	0.07	0.3	0.06	0.33	
0.59	0.23	0	0	0.18	
0.55	0.19	0	0	0.26	
0.09	0.05	0.12	0.23	0.51	
0.16	0.09	0.27	0.06	0.42	
0.44	0.13	0.16	0.15	0.12	
0.31	0.08	0.14	0.19	0.28	
0	0	0.26	0.24	0.5	
0.26	0.1	0.24	0.11	0.29	
0.37	0.1	0.1	0.11	0.32	
0.1	0.08	0.19	0.23	0.4	
0.3	0.09	0.27	0.08	0.26	
0.51	0.13	0.06	0.09	0.21	
0.11	0.08	0.25	0.17	0.39	
0.21	0.13	0.23	0.1	0.33	
0.23	0.12	0.42	0.04	0.19	
0.21	0.08	0.29	0.2	0.22	
0.7	0.09	0	0	0.21	
