0.58	0	0	0.12	0.16	0.14	
0.86	0	0	0	0	0.14	
0.19	0.2	0.23	0	0	0.38	
0	0.08	0.18	0.26	0.3	0.18	
0.57	0	0	0.18	0.09	0.16	
0.22	0	0	0.24	0.25	0.29	
0.34	0.09	0.21	0.14	0.13	0.09	
0.34	0.07	0.16	0.14	0.1	0.19	
0.57	0.12	0.18	0	0	0.13	
0.33	0.05	0.18	0.1	0.08	0.26	
0.25	0	0	0.23	0.26	0.26	
0.33	0.13	0.35	0	0	0.19	
0.59	0.06	0.2	0	0	0.15	
0.34	0.2	0.31	0	0	0.15	
0.58	0	0	0.12	0.13	0.17	
0.34	0.13	0.17	0.14	0.1	0.12	
0.5	0	0	0.08	0.11	0.31	
0.2	0.19	0.35	0	0	0.26	
0	0.11	0.23	0.25	0.29	0.12	
0.87	0	0	0	0	0.13	
0	0.1	0.14	0.23	0.28	0.25	
0.53	0.09	0.18	0	0	0.2	
0.55	0	0	0.13	0.17	0.15	
0.54	0.05	0.19	0	0	0.22	
0.27	0.06	0.17	0.05	0.21	0.24	
0.53	0	0	0.14	0.13	0.2	
0.82	0	0	0	0	0.18	
0.23	0.05	0.16	0.17	0.14	0.25	
0	0.22	0.41	0.17	0.11	0.09	
0.53	0	0	0.15	0.13	0.19	
0.69	0	0	0	0	0.31	
0.51	0	0	0.15	0.11	0.23	
0	0.09	0.14	0.21	0.31	0.25	
0.8	0	0	0	0	0.2	
0.66	0	0	0	0	0.34	
0.52	0.12	0.21	0	0	0.15	
0.22	0	0	0.3	0.2	0.28	
0	0.12	0.34	0.18	0.09	0.27	
0.41	0.09	0.24	0	0	0.26	
0.19	0.07	0.2	0.12	0.12	0.3	
0.23	0.12	0.21	0.09	0.21	0.14	
0.51	0	0	0.12	0.16	0.21	
0.21	0.11	0.13	0.15	0.17	0.23	
0.25	0.18	0.36	0	0	0.21	
0.2	0.1	0.17	0.09	0.15	0.29	
0.82	0	0	0	0	0.18	
0.58	0	0	0.14	0.09	0.19	
0.59	0.12	0.15	0	0	0.14	
0.61	0	0	0.13	0.21	0.05	
0	0.22	0.34	0.14	0.2	0.1	
0.27	0	0	0.34	0.17	0.22	
0.77	0	0	0	0	0.23	
0	0.16	0.35	0.11	0.11	0.27	
0.26	0	0	0.28	0.26	0.2	
0.57	0.09	0.17	0	0	0.17	
0.57	0	0	0.23	0.11	0.09	
0.26	0.13	0.43	0	0	0.18	
0.48	0	0	0.18	0.16	0.18	
0.5	0.05	0.2	0	0	0.25	
0.32	0.23	0.36	0	0	0.09	
