0.44	0.21	0.24	0	0	0.11	
0.37	0	0	0.23	0.27	0.13	
0.6	0.08	0.07	0	0	0.25	
0.38	0.1	0.15	0.11	0.08	0.18	
0.63	0.08	0.05	0	0	0.24	
0.38	0.09	0.08	0.14	0.11	0.2	
0.79	0	0	0	0	0.21	
0.48	0	0	0.12	0.13	0.27	
0.5	0	0	0.12	0.13	0.25	
0.43	0.1	0.12	0.05	0.17	0.13	
0.44	0.07	0.06	0.09	0.09	0.25	
0.36	0.12	0.13	0.06	0.12	0.21	
0.44	0.15	0.1	0.12	0.1	0.09	
0.59	0	0	0.09	0.08	0.24	
0.7	0	0	0.12	0.13	0.05	
0.43	0	0	0.26	0.22	0.09	
0.15	0	0	0.38	0.28	0.19	
0.93	0	0	0	0	0.07	
0.59	0	0	0.11	0.09	0.21	
0.37	0.18	0.32	0	0	0.13	
0.88	0	0	0	0	0.12	
0.85	0	0	0	0	0.15	
0.64	0	0	0.11	0.08	0.17	
0.35	0	0	0.19	0.17	0.29	
0.19	0.3	0.2	0.05	0.09	0.17	
0.42	0	0	0.14	0.21	0.23	
0.39	0.11	0.14	0.12	0.04	0.2	
0.2	0.14	0.11	0.17	0.19	0.19	
0.66	0	0	0.06	0.16	0.12	
0.42	0.27	0.23	0	0	0.08	
0.7	0	0	0.13	0.04	0.13	
0.35	0	0	0.16	0.21	0.28	
0.86	0	0	0	0	0.14	
0.39	0.24	0.18	0	0	0.19	
0.44	0.15	0.1	0.08	0.15	0.08	
0.56	0	0	0.09	0.11	0.24	
0.43	0	0	0.24	0.14	0.19	
0.4	0	0	0.15	0.15	0.3	
0.22	0.07	0.08	0.17	0.17	0.29	
0.65	0	0	0.14	0.09	0.12	
0.46	0.09	0.16	0.07	0.14	0.08	
0.2	0.1	0.08	0.22	0.19	0.21	
0.19	0	0	0.16	0.38	0.27	
0.18	0.2	0.3	0.08	0.11	0.13	
0.22	0.15	0.1	0.24	0.18	0.11	
0.85	0	0	0	0	0.15	
0.79	0	0	0	0	0.21	
0.79	0	0	0	0	0.21	
0.74	0	0	0	0	0.26	
0.58	0	0	0.11	0.11	0.2	
0.49	0	0	0.25	0.16	0.1	
0.5	0	0	0.24	0.14	0.12	
0.18	0.22	0.19	0.06	0.11	0.24	
0.73	0	0	0.08	0.1	0.09	
0.24	0.19	0.25	0.11	0.09	0.12	
0.25	0.16	0.24	0.14	0.09	0.12	
0.5	0	0	0.24	0.2	0.06	
0.5	0.31	0.19	0	0	0	
0.68	0.12	0.13	0	0	0.07	
0.93	0	0	0	0	0.07	
