0.29	0.12	0.26	0.18	0.15	
0.33	0.07	0.21	0.21	0.18	
0.31	0.09	0.22	0.25	0.13	
0.14	0	0.43	0.15	0.28	
0.18	0.04	0.39	0.23	0.16	
0.32	0.03	0.31	0.15	0.19	
0.3	0.05	0.31	0.11	0.23	
0.6	0.21	0	0	0.19	
0.34	0.36	0	0	0.3	
0.19	0.03	0.21	0.19	0.38	
0.11	0.06	0.23	0.24	0.36	
0.23	0.1	0	0.1	0.57	
0.29	0.07	0.21	0.14	0.29	
0.37	0.07	0.22	0.05	0.29	
0.5	0.24	0	0	0.26	
0.08	0.06	0.31	0.2	0.35	
0.26	0.13	0.16	0.2	0.25	
0.24	0.09	0.17	0.15	0.35	
0.52	0.13	0.01	0.11	0.23	
0.4	0.05	0.05	0.05	0.45	
0.19	0.06	0.2	0.17	0.38	
0.31	0.11	0.09	0.23	0.26	
0.2	0.05	0.29	0.14	0.32	
0.27	0.11	0.13	0.17	0.32	
0.28	0.14	0.21	0.11	0.26	
0.28	0.15	0.21	0.18	0.18	
0.31	0.11	0.32	0.04	0.22	
0.79	0.14	0	0	0.07	
0.19	0.06	0.37	0.17	0.21	
0.18	0.07	0.48	0.08	0.19	
0.31	0.06	0.18	0.2	0.25	
0.34	0.08	0.22	0.11	0.25	
0.08	0.04	0.3	0.28	0.3	
0.21	0.11	0.17	0.2	0.31	
0	0	0.41	0.27	0.32	
0.46	0.2	0.13	0.07	0.14	
0.41	0.13	0.09	0.09	0.28	
0.43	0.22	0.08	0.15	0.12	
0.73	0.14	0	0	0.13	
0.03	0.02	0.24	0.21	0.5	
0.45	0.21	0	0	0.34	
0.3	0.16	0.09	0.11	0.34	
0.39	0.2	0.11	0.13	0.17	
0.03	0.03	0.49	0.17	0.28	
0.22	0.07	0.49	0.01	0.21	
0.14	0.15	0.17	0.09	0.45	
0.29	0.07	0.19	0.11	0.34	
0.36	0.05	0.11	0.09	0.39	
0.13	0	0.31	0.13	0.43	
0.69	0.06	0	0	0.25	
0.42	0.2	0.12	0.1	0.16	
0	0	0.47	0.24	0.29	
0.47	0.13	0.05	0.15	0.2	
0.15	0.08	0.29	0.09	0.39	
0.14	0.03	0.35	0.16	0.32	
0.5	0.16	0.06	0.19	0.09	
0	0	0.66	0.18	0.16	
0.56	0.07	0.11	0.08	0.18	
0.32	0.13	0.11	0.39	0.05	
0.44	0.2	0	0	0.36	
