0.15	0.69	0.04	0	0	0.1	0.02	
0.42	0.07	0	0	0.17	0.3	0.04	
0.51	0.28	0	0.03	0.12	0.06	0	
0.27	0.37	0.03	0	0.05	0.23	0.05	
0.51	0.13	0	0.11	0.06	0.16	0.03	
0.37	0.2	0.05	0.08	0	0.09	0.21	
0.28	0.41	0.03	0	0.13	0.09	0.06	
0.49	0.34	0	0	0.03	0.14	0	
0	0.25	0.03	0.07	0.29	0.13	0.23	
0	0.2	0.05	0.07	0.17	0.37	0.14	
0.02	0.37	0.13	0	0.17	0.16	0.15	
0.03	0.09	0.16	0.13	0.16	0.21	0.22	
0.09	0.14	0.03	0.09	0.09	0.23	0.33	
0.07	0.03	0.03	0.02	0.1	0.55	0.2	
0.23	0	0.04	0.09	0.01	0.37	0.26	
0.07	0	0.19	0.1	0.31	0.14	0.19	
0.13	0.06	0	0.1	0.11	0.2	0.4	
0.17	0.06	0	0	0.12	0.49	0.16	
0.28	0.02	0	0.06	0.12	0.27	0.25	
0.22	0.12	0.08	0.05	0.12	0.2	0.21	
0.02	0.11	0	0	0.17	0.37	0.33	
0.12	0.03	0	0.04	0.22	0.15	0.44	
0.14	0.06	0	0	0.14	0.31	0.35	
0.34	0.23	0.04	0.05	0.18	0.13	0.03	
0.37	0.19	0.11	0.03	0	0.21	0.09	
0.23	0.06	0.05	0.08	0.12	0.11	0.35	
0.35	0.24	0.1	0	0.17	0	0.14	
0.28	0.17	0.04	0	0.23	0	0.28	
0.31	0.12	0.07	0.12	0	0	0.38	
0.22	0.21	0.06	0.07	0	0	0.44	
0.19	0.02	0.14	0.1	0.02	0	0.53	
0.28	0.03	0.05	0.21	0	0.03	0.4	
0.48	0	0.12	0.23	0.06	0	0.11	
0.27	0.08	0.03	0.14	0	0	0.48	
0.35	0.13	0.14	0.08	0.09	0	0.21	
0.52	0.06	0.17	0.19	0.02	0.04	0	
0.28	0	0.03	0.23	0	0.06	0.4	
0.26	0.03	0.21	0.1	0.05	0	0.35	
0.12	0.18	0.17	0.13	0.11	0.15	0.14	
0.48	0.09	0.08	0	0.06	0.04	0.25	
0.26	0.48	0.02	0	0.05	0.03	0.16	
0.33	0.3	0	0	0.13	0.08	0.16	
0.35	0.14	0	0	0.29	0.04	0.18	
0.39	0.27	0	0	0.14	0.06	0.14	
0.45	0.23	0.06	0	0.17	0.06	0.03	
0.54	0.12	0	0.06	0.12	0.16	0	
0.45	0.14	0	0	0.07	0.28	0.06	
0.68	0.1	0	0	0.06	0.06	0.1	
0.61	0.12	0	0.05	0	0.14	0.08	
0.48	0.27	0	0	0.11	0.11	0.03	
0.23	0.26	0.06	0	0.25	0.12	0.08	
0.11	0.37	0.05	0	0.27	0.15	0.05	
0.26	0.43	0.03	0	0.15	0.13	0	
0.28	0.64	0	0.03	0	0.03	0.02	
0.3	0.45	0.04	0	0.06	0.15	0	
0.56	0.19	0.05	0	0.03	0.17	0	
0.37	0.46	0.04	0	0.1	0	0.03	
0.44	0.47	0.03	0	0	0.03	0.03	
0.21	0.56	0.04	0.05	0.03	0.11	0	
0.78	0.13	0.08	0.01	0	0	0	
