0.53	0.17	0	0	0.3	
0.46	0.27	0	0	0.27	
0.27	0.1	0.32	0.18	0.13	
0.53	0.18	0	0	0.29	
0.17	0.12	0.3	0.2	0.21	
0.2	0.1	0.18	0.21	0.31	
0.25	0	0.31	0.19	0.25	
0.2	0	0.33	0.17	0.3	
0	0	0.44	0.43	0.13	
0.39	0.06	0.18	0.22	0.15	
0.7	0.14	0	0	0.16	
0	0	0.14	0.29	0.57	
0	0	0.3	0.11	0.59	
0.63	0.16	0	0	0.21	
0.35	0.05	0.5	0	0.1	
0.26	0.1	0.1	0.28	0.26	
0.3	0.09	0.23	0.15	0.23	
0.54	0.23	0	0	0.23	
0	0.05	0.29	0.1	0.56	
0.22	0.18	0.17	0.28	0.15	
0	0	0.58	0.25	0.17	
0.3	0.07	0.19	0.17	0.27	
0.37	0.13	0.35	0.07	0.08	
0.33	0.17	0.27	0.13	0.1	
0.29	0.15	0.26	0.11	0.19	
0.3	0.11	0.21	0	0.38	
0.39	0.09	0.18	0	0.34	
0.22	0.08	0.17	0	0.53	
0.39	0.11	0	0.46	0.04	
0.41	0.09	0	0	0.5	
0	0	0.41	0.15	0.44	
0.34	0.08	0.23	0.16	0.19	
0.45	0.05	0.18	0.2	0.12	
0	0	0.46	0.14	0.4	
0.38	0.12	0.22	0.09	0.19	
0.32	0.05	0.2	0.12	0.31	
0.28	0.12	0.12	0.08	0.4	
0.56	0.33	0	0	0.11	
0.3	0.12	0.12	0.22	0.24	
0.37	0.13	0.2	0.13	0.17	
0.49	0.18	0	0	0.33	
0.22	0.09	0.21	0.08	0.4	
0.24	0.15	0.22	0.26	0.13	
0.21	0.11	0.17	0.18	0.33	
0.34	0.09	0.26	0.19	0.12	
0	0	0.36	0.3	0.34	
0.47	0.2	0	0	0.33	
0	0	0.27	0.51	0.22	
0.2	0.09	0.12	0.23	0.36	
0.83	0.09	0	0	0.08	
0.22	0.06	0.13	0.16	0.43	
0.25	0.11	0.25	0.19	0.2	
0	0	0.28	0.32	0.4	
0	0	0.51	0.24	0.25	
0.42	0.26	0	0	0.32	
0	0	0.78	0.04	0.18	
0.48	0.2	0	0	0.32	
0.5	0.22	0	0	0.28	
0.63	0.15	0	0	0.22	
0.5	0	0.3	0.01	0.19	
