0	0	0.48	0.34	0.18	
0.55	0.21	0	0	0.24	
0.65	0.18	0	0	0.17	
0	0	0.38	0.45	0.17	
0.5	0.17	0	0	0.33	
0	0	0.48	0.26	0.26	
0	0	0.37	0.35	0.28	
0.6	0.26	0	0	0.14	
0	0	0.36	0.48	0.16	
0.7	0.18	0	0	0.12	
0	0	0.47	0.05	0.48	
0.64	0.12	0	0	0.24	
0	0	0.46	0.07	0.47	
0.61	0.15	0	0	0.24	
0.67	0.15	0	0	0.18	
0	0	0.43	0.34	0.23	
0.6	0.21	0	0	0.19	
0.48	0.28	0	0	0.24	
0	0	0.53	0.25	0.22	
0	0.09	0	0	0.91	
0	0	0.31	0.47	0.22	
0	0	0.4	0.41	0.19	
0.61	0.21	0	0	0.18	
0.5	0.29	0	0	0.21	
0	0	0.42	0.44	0.14	
0.67	0.14	0	0	0.19	
0.61	0.15	0	0	0.24	
0.54	0.2	0	0	0.26	
0.07	0.01	0	0	0.92	
0	0	0.91	0.09	0	
0	0	0.43	0.4	0.17	
0.27	0.17	0	0	0.56	
0.35	0.31	0	0	0.34	
0	0	0.25	0.58	0.17	
0.44	0.17	0	0	0.39	
0.44	0.2	0	0	0.36	
0	0	0.33	0.37	0.3	
0.52	0.15	0	0	0.33	
0.98	0	0	0	0.02	
0	0	0.43	0.36	0.21	
0.53	0.2	0	0	0.27	
0.51	0.24	0	0	0.25	
0	0	0.57	0.28	0.15	
0.67	0.14	0	0	0.19	
0	0	0.99	0.01	0	
0.63	0.26	0	0	0.11	
0	0	0.69	0.14	0.17	
0	0	0.45	0.23	0.32	
0	0	0.61	0.27	0.12	
0.66	0.16	0	0	0.18	
0	0	0.63	0.22	0.15	
0.82	0.18	0	0	0	
0.7	0.3	0	0	0	
0	0	0.46	0.18	0.36	
0	0	0.04	0.25	0.71	
0	0	0.05	0.2	0.75	
0	0	0.04	0.28	0.68	
0.83	0.17	0	0	0	
0	0	0.03	0.23	0.74	
0.65	0.35	0	0	0	
