0.33	0.07	0.11	0.16	0.33	
0.35	0.05	0.13	0.14	0.33	
0.12	0.09	0.31	0.25	0.23	
0.3	0.14	0.14	0.14	0.28	
0.34	0.06	0.21	0.07	0.32	
0.23	0.01	0.19	0.27	0.3	
0.55	0.1	0	0	0.35	
0.4	0.36	0	0	0.24	
0.18	0.08	0.3	0.23	0.21	
0.2	0.04	0.26	0.25	0.25	
0.56	0.12	0	0	0.32	
0.19	0	0.18	0.38	0.25	
0.12	0.07	0.36	0.1	0.35	
0.36	0.1	0.14	0.01	0.39	
0.24	0	0.67	0	0.09	
0.39	0.14	0.07	0.1	0.3	
0.14	0.07	0.37	0.07	0.35	
0.41	0.05	0.18	0.09	0.27	
0.14	0	0.42	0.14	0.3	
0.45	0.45	0	0	0.1	
0.33	0.2	0.18	0.05	0.24	
0.24	0.06	0.45	0.11	0.14	
0.2	0.05	0.39	0.19	0.17	
0.22	0.07	0.35	0.21	0.15	
0.48	0.06	0.02	0.18	0.26	
0.44	0.1	0.08	0.07	0.31	
0.58	0.26	0	0	0.16	
0.32	0.16	0.15	0.07	0.3	
0.19	0.04	0.19	0.45	0.13	
0	0	0.15	0.27	0.58	
0	0	0.49	0.26	0.25	
0	0	0.4	0.27	0.33	
0.59	0.21	0	0	0.2	
0.23	0.03	0.41	0.08	0.25	
0.24	0.09	0.3	0.24	0.13	
0.17	0.09	0.3	0.14	0.3	
0.22	0.06	0.22	0.25	0.25	
0.43	0.17	0.17	0.09	0.14	
0.46	0.12	0.11	0.09	0.22	
0.66	0.23	0	0	0.11	
0.63	0.2	0	0	0.17	
0	0	0.28	0.27	0.45	
0.39	0.16	0.02	0.11	0.32	
0.17	0.08	0.12	0.2	0.43	
0.45	0.14	0.18	0	0.23	
0	0	0.3	0.4	0.3	
0.39	0.15	0.15	0.15	0.16	
0.26	0.03	0.22	0.27	0.22	
0.26	0.08	0.21	0.2	0.25	
0.45	0.16	0.14	0.13	0.12	
0.14	0.1	0.17	0.31	0.28	
0.3	0.18	0.1	0.16	0.26	
0.1	0.05	0.21	0.24	0.4	
0.19	0.07	0.33	0.13	0.28	
0.55	0.22	0	0	0.23	
0.22	0.05	0.43	0.01	0.29	
0.6	0.14	0	0	0.26	
0.33	0.14	0.21	0	0.32	
0.57	0.05	0	0	0.38	
0	0	0.53	0	0.47	
