0.47	0.22	0	0	0.31	
0.13	0.11	0.22	0.06	0.48	
0.23	0.1	0.2	0.08	0.39	
0.32	0.12	0.17	0.16	0.23	
0.21	0.15	0.19	0.06	0.39	
0.21	0.02	0.25	0.09	0.43	
0.16	0	0.12	0.21	0.51	
0.44	0.12	0	0	0.44	
0.48	0.08	0	0	0.44	
0.35	0.08	0.15	0.2	0.22	
0.3	0.04	0.17	0.17	0.32	
0.38	0.12	0.2	0.25	0.05	
0	0	0.38	0.37	0.25	
0.35	0.15	0.27	0.18	0.05	
0	0	0.68	0.17	0.15	
0.62	0.26	0	0	0.12	
0	0	0.3	0.47	0.23	
0.32	0.11	0.19	0.21	0.17	
0.34	0.11	0.15	0.27	0.13	
0.69	0.21	0	0	0.1	
0	0	0.42	0.39	0.19	
0.28	0.11	0.13	0.24	0.24	
0.62	0.19	0	0	0.19	
0.66	0.1	0	0	0.24	
0	0	0.37	0.32	0.31	
0.33	0.08	0.18	0	0.41	
0	0	0.56	0.1	0.34	
0.33	0.07	0.5	0	0.1	
0.51	0.25	0	0	0.24	
0.27	0.2	0.2	0	0.33	
0.4	0.1	0.36	0.14	0	
0.17	0.12	0.09	0.08	0.54	
0.35	0.15	0.24	0.26	0	
0.23	0.09	0.07	0.09	0.52	
0.66	0.21	0	0	0.13	
0.2	0.11	0.13	0.14	0.42	
0.51	0.22	0	0	0.27	
0.27	0	0.11	0.08	0.54	
0	0	0.43	0.35	0.22	
0.21	0	0.33	0.14	0.32	
0.61	0.2	0	0	0.19	
0.54	0.21	0	0	0.25	
0	0	0.55	0.44	0.01	
0	0	0.63	0.28	0.09	
0.25	0.09	0.06	0	0.6	
0.31	0.12	0.19	0.18	0.2	
0.29	0.11	0.11	0	0.49	
0	0	0.35	0.2	0.45	
0.66	0.19	0	0	0.15	
0.34	0.08	0.16	0	0.42	
0.2	0.07	0.25	0	0.48	
0.26	0.11	0.23	0.16	0.24	
0	0	0.53	0.24	0.23	
0.55	0.16	0	0	0.29	
0.46	0.27	0	0	0.27	
0.49	0.21	0	0	0.3	
0.35	0.04	0.21	0.19	0.21	
0.21	0.12	0.14	0.36	0.17	
0.48	0.02	0.16	0.34	0	
0	0	0.67	0.33	0	
