0	0	0.55	0.25	0.2	
0.55	0.1	0	0	0.35	
0.21	0.12	0.35	0.02	0.3	
0.21	0	0.14	0.26	0.39	
0.53	0.13	0	0	0.34	
0	0	0.45	0.34	0.21	
0.48	0.12	0	0	0.4	
0.48	0.09	0	0	0.43	
0	0	0.46	0.3	0.24	
0.54	0.44	0	0	0.02	
0.3	0	0.3	0.11	0.29	
0.64	0.08	0	0	0.28	
0.24	0.07	0.26	0.22	0.21	
0	0	0.49	0.5	0.01	
0.61	0.08	0	0	0.31	
0.29	0	0.08	0.11	0.52	
0.35	0	0.06	0.12	0.47	
0.31	0.57	0	0	0.12	
0.26	0.2	0.22	0.2	0.12	
0	0	0.19	0.33	0.48	
0.29	0.09	0.18	0.25	0.19	
0.37	0.07	0.1	0.06	0.4	
0.27	0.11	0.2	0.15	0.27	
0.58	0.24	0	0	0.18	
0.25	0.12	0.2	0.12	0.31	
0	0	0.6	0.31	0.09	
0.28	0.13	0.23	0.01	0.35	
0	0	0.63	0.15	0.22	
0.34	0.11	0.31	0.19	0.05	
0.62	0.13	0	0	0.25	
0.27	0.1	0.22	0.07	0.34	
0	0	0.53	0.13	0.34	
0.28	0.13	0.18	0.11	0.3	
0.33	0.17	0.33	0.04	0.13	
0.38	0.12	0.35	0.06	0.09	
0.43	0.07	0.35	0.05	0.1	
0.3	0.09	0.22	0.06	0.33	
0.66	0.24	0	0	0.1	
0.35	0.08	0.14	0.17	0.26	
0	0	0.34	0.4	0.26	
0.25	0.1	0.21	0.16	0.28	
0.26	0.06	0.01	0.3	0.37	
0.57	0.3	0	0	0.13	
0.29	0.11	0.12	0.19	0.29	
0.29	0.11	0	0.26	0.34	
0	0	0.27	0.48	0.25	
0.62	0.2	0	0	0.18	
0	0	0.22	0.4	0.38	
0.68	0.12	0	0	0.2	
0.04	0	0.2	0.2	0.56	
0.56	0.11	0	0	0.33	
0	0	0.25	0.38	0.37	
0.65	0.11	0	0	0.24	
0.58	0.11	0	0	0.31	
0.31	0.05	0.15	0.2	0.29	
0	0	0.47	0.23	0.3	
0.29	0	0.35	0.02	0.34	
0.28	0.05	0.29	0.06	0.32	
0.33	0.12	0.5	0	0.05	
0	0.45	0.3	0.03	0.22	
