0.34	0.09	0.12	0.07	0.38	
0.38	0.04	0.26	0.07	0.25	
0.29	0.08	0.17	0.13	0.33	
0.38	0.13	0.22	0.03	0.24	
0.22	0.09	0.25	0.19	0.25	
0.46	0.13	0.17	0.07	0.17	
0.31	0.13	0.23	0.16	0.17	
0.18	0.02	0.34	0.22	0.24	
0.14	0.23	0.13	0.14	0.36	
0.3	0.06	0.29	0.15	0.2	
0.32	0.07	0.2	0.15	0.26	
0.18	0.12	0.14	0.09	0.47	
0.22	0.04	0.14	0.34	0.26	
0.53	0.24	0	0	0.23	
0.26	0.08	0.34	0.19	0.13	
0.48	0.09	0.16	0.06	0.21	
0.19	0.03	0.38	0.18	0.22	
0.4	0.19	0.13	0.09	0.19	
0.24	0.09	0.2	0.11	0.36	
0.18	0.05	0.2	0.06	0.51	
0.35	0.12	0.14	0.18	0.21	
0.03	0.02	0.42	0.25	0.28	
0.14	0.08	0.34	0.24	0.2	
0.46	0.08	0.1	0.13	0.23	
0.14	0.04	0.28	0.2	0.34	
0.31	0.1	0.18	0.13	0.28	
0.29	0.04	0.32	0.2	0.15	
0.48	0.17	0.02	0	0.33	
0.33	0.26	0	0.01	0.4	
0.47	0.09	0.13	0.16	0.15	
0.38	0.11	0.2	0.09	0.22	
0.2	0.04	0.2	0.16	0.4	
0.05	0.03	0.36	0.19	0.37	
0.11	0.02	0.3	0.22	0.35	
0.26	0.13	0.17	0.21	0.23	
0.66	0.19	0	0	0.15	
0.57	0.1	0.09	0.09	0.15	
0.45	0.18	0.09	0.11	0.17	
0.3	0.08	0.14	0.16	0.32	
0.02	0.12	0.33	0.29	0.24	
0.32	0.11	0.14	0.05	0.38	
0.26	0.09	0.13	0.12	0.4	
0.1	0.04	0.54	0.15	0.17	
0.34	0.13	0.1	0.06	0.37	
0.3	0.1	0.21	0.1	0.29	
0.22	0.19	0.18	0.07	0.34	
0.44	0.12	0.12	0.03	0.29	
0.24	0.04	0.21	0.13	0.38	
0.33	0.1	0.2	0.09	0.28	
0.45	0.08	0.03	0	0.44	
0.34	0.14	0.17	0.21	0.14	
0.14	0.08	0.33	0.13	0.32	
0.57	0.16	0.05	0.04	0.18	
0.13	0.1	0.42	0.17	0.18	
0.24	0.1	0.33	0.14	0.19	
0.28	0.06	0.29	0.17	0.2	
0.32	0.08	0.22	0.19	0.19	
0.35	0.1	0.16	0.12	0.27	
0.35	0.16	0.07	0.2	0.22	
0.28	0.02	0.22	0.31	0.17	
