0.27	0.07	0.27	0.08	0.31	
0.38	0.18	0.13	0.06	0.25	
0.18	0.05	0.26	0.16	0.35	
0.5	0.07	0.09	0.11	0.23	
0.24	0.14	0.25	0.12	0.25	
0	0	0.38	0.27	0.35	
0.59	0.16	0.03	0	0.22	
0.18	0.09	0.15	0.19	0.39	
0.34	0.16	0.24	0.1	0.16	
0.32	0.08	0.13	0.22	0.25	
0.29	0.14	0.24	0.04	0.29	
0.51	0.07	0.09	0.03	0.3	
0.19	0.04	0.21	0.26	0.3	
0.45	0.15	0.16	0.11	0.13	
0.11	0.06	0.37	0.25	0.21	
0.42	0.14	0.08	0.1	0.26	
0.17	0.06	0.26	0.17	0.34	
0.32	0.18	0.08	0.07	0.35	
0.15	0.11	0.21	0.2	0.33	
0.39	0.05	0.12	0.1	0.34	
0.22	0.12	0.28	0.13	0.25	
0.21	0.04	0.22	0.19	0.34	
0.2	0.07	0.36	0.11	0.26	
0.32	0.17	0.15	0.08	0.28	
0.42	0.13	0.04	0.06	0.35	
0.25	0.11	0.21	0.14	0.29	
0.5	0.25	0.09	0.05	0.11	
0.32	0.06	0.35	0.16	0.11	
0.33	0.04	0.21	0.14	0.28	
0.23	0.01	0.34	0.3	0.12	
0.18	0.04	0.41	0.22	0.15	
0.13	0	0.43	0.16	0.28	
0.27	0.08	0.14	0.09	0.42	
0.23	0.13	0.31	0.18	0.15	
0.33	0.1	0.19	0.17	0.21	
0.52	0.19	0.09	0.06	0.14	
0.51	0.08	0.12	0.09	0.2	
0.35	0.12	0.18	0.12	0.23	
0.36	0.14	0.16	0.06	0.28	
0.12	0.12	0.23	0.07	0.46	
0.17	0.05	0.3	0.22	0.26	
0.4	0.05	0.19	0.08	0.28	
0.41	0.14	0.05	0.13	0.27	
0.28	0.08	0.1	0.21	0.33	
0.49	0.13	0.1	0.14	0.14	
0.23	0.09	0.33	0.17	0.18	
0.32	0.15	0.24	0.03	0.26	
0.34	0.12	0.17	0.1	0.27	
0.21	0.13	0.22	0.27	0.17	
0.15	0.06	0.23	0.18	0.38	
0.26	0.08	0.25	0.11	0.3	
0.45	0.16	0.08	0.03	0.28	
0.34	0.13	0.22	0.11	0.2	
0.2	0.1	0.15	0.17	0.38	
0.36	0.08	0.19	0.17	0.2	
0.22	0.08	0.19	0.2	0.31	
0.39	0.16	0.11	0.04	0.3	
0.27	0.06	0.22	0.15	0.3	
0.26	0.07	0.29	0.11	0.27	
0.25	0.08	0.11	0.16	0.4	
