0.17	0.27	0	0	0.05	0.05	0.46	
0.4	0	0.07	0.02	0.04	0.05	0.42	
0.43	0.08	0.03	0.03	0	0	0.43	
0.17	0.18	0.03	0.04	0.04	0.05	0.49	
0.07	0.23	0.05	0.1	0	0	0.55	
0.35	0	0.03	0.05	0.03	0.08	0.46	
0.13	0	0.11	0.15	0.07	0.03	0.51	
0.11	0.33	0.05	0.11	0	0	0.4	
0.05	0.24	0.03	0.05	0.06	0.02	0.55	
0.12	0.29	0.07	0.03	0	0	0.49	
0.43	0	0.05	0.03	0	0	0.49	
0.13	0.09	0.15	0.12	0	0	0.51	
0.17	0.09	0.14	0.06	0.04	0.08	0.42	
0.1	0.1	0.04	0.02	0.05	0.07	0.62	
0.26	0.1	0.06	0.11	0	0	0.47	
0.19	0.15	0.03	0.02	0	0	0.61	
0.05	0.18	0	0	0.11	0.05	0.61	
0.39	0.09	0.02	0.03	0	0	0.47	
0.1	0.16	0.04	0.03	0.02	0.05	0.6	
0.18	0.02	0	0	0.17	0.17	0.46	
0.23	0	0.05	0.04	0.06	0	0.62	
0.09	0	0.1	0.08	0.08	0.09	0.56	
0.18	0.17	0.02	0.03	0.04	0.05	0.51	
0.12	0.22	0.03	0.02	0.02	0.06	0.53	
0.35	0.15	0.07	0.05	0	0	0.38	
0.1	0.12	0.07	0.07	0.04	0.05	0.55	
0.16	0.28	0	0	0.05	0.03	0.48	
0	0.25	0.08	0.08	0	0	0.59	
0.51	0.13	0	0	0	0	0.36	
0.26	0.08	0.01	0.02	0.03	0.02	0.58	
0.17	0.11	0.09	0.06	0.01	0.05	0.51	
0.28	0	0.06	0.06	0	0	0.6	
0.3	0.11	0.04	0.01	0	0	0.54	
0.18	0.14	0.02	0.04	0	0	0.62	
0.15	0.25	0.06	0.05	0	0	0.49	
0.24	0.07	0.11	0.08	0	0	0.5	
0.18	0.13	0.06	0.12	0	0	0.51	
0.26	0.14	0	0	0.04	0.02	0.54	
0.09	0.08	0.04	0.12	0.07	0.05	0.55	
0.15	0.13	0.09	0.07	0	0	0.56	
0.38	0.1	0	0	0.04	0.07	0.41	
0.06	0.31	0	0	0.11	0.05	0.47	
0.21	0.11	0.13	0.09	0	0	0.46	
0.4	0.1	0	0	0.04	0.06	0.4	
0.18	0.22	0	0	0	0	0.6	
0.13	0.1	0.1	0.1	0.03	0.04	0.5	
0.15	0	0.02	0.06	0.06	0.06	0.65	
0.08	0.17	0	0	0.12	0.12	0.51	
0.25	0	0.17	0.16	0.02	0.05	0.35	
0.16	0.36	0	0	0	0	0.48	
0.2	0.08	0.05	0.08	0.11	0.04	0.44	
0.38	0.15	0	0	0	0	0.47	
0.1	0.12	0.06	0.01	0.14	0.06	0.51	
0.2	0.24	0.08	0.05	0	0	0.43	
0.22	0	0.17	0.19	0	0	0.42	
0.34	0.09	0.06	0.05	0	0	0.46	
0.2	0.24	0.05	0.06	0.04	0.03	0.38	
0.18	0.1	0	0	0.04	0.16	0.52	
0.12	0.28	0	0	0.05	0.06	0.49	
0.06	0.07	0.11	0.15	0.08	0.08	0.45	
